"first_last","province","gender","year_of_birth","year_of_death","year","exit_year","party","gen_cohort","year_range","years_total","sessions_total","start_year","age_start"
"jeanguy_trepanier","Quebec","m",1932,2018,1962,1966,"Liberal","Silent","1925-1942",4,8,1962,30
"violette_trepanier","Quebec","f",1945,NA,1985,1994,"Liberal","Babyboom","1943-1960",9,18,1985,40
"denis_trottier","Quebec","m",1952,NA,2007,2014,"Parti Quebecois","Babyboom","1943-1960",7,14,2007,55
"claude_trudel","Quebec","m",1942,NA,1985,1989,"Liberal","Silent","1925-1942",4,8,1985,43
"denise_trudel","Quebec","f",1955,NA,2012,2014,"Coalition Avenir Quebec","Babyboom","1943-1960",2,4,2012,57
"luc_trudel","Quebec","m",1970,NA,2012,2014,"Parti Quebecois","GenerationX","1961-1981",2,4,2012,42
"remy_trudel","Quebec","m",1948,NA,1989,2003,"Parti Quebecois","Babyboom","1943-1960",14,28,1989,41
"dave_turcotte","Quebec","m",1983,NA,2008,2018,"Parti Quebecois","Millenial","1982-2004",10,20,2008,25
"daniel_turp","Quebec","m",1955,NA,2003,2008,"Parti Quebecois","Babyboom","1943-1960",5,10,2003,48
"claude_vaillancourt","Quebec","m",1944,NA,1976,1983,"Parti Quebecois","Babyboom","1943-1960",7,14,1976,32
"claire_vaive","Quebec","f",1940,NA,1994,1998,"Liberal","Silent","1925-1942",4,8,1994,54
"stephanie_vallee","Quebec","f",1971,NA,2007,2018,"Liberal","GenerationX","1961-1981",11,22,2007,36
"andre_vallerand","Quebec","m",1940,NA,1985,1994,"Liberal","Silent","1925-1942",9,18,1985,45
"karine_vallieres","Quebec","f",1978,NA,2012,2018,"Liberal","GenerationX","1961-1981",6,12,2012,34
"jonathan_valois","Quebec","m",1971,NA,2003,2007,"Parti Quebecois","GenerationX","1961-1981",4,8,2003,32
"denis_vaugeois","Quebec","m",1935,NA,1976,1985,"Parti Quebecois","Silent","1925-1942",9,18,1976,41
"jacques_veilleux","Quebec","m",1939,NA,1970,1976,"Liberal","Silent","1925-1942",6,12,1970,31
"cecile_vermette","Quebec","f",1945,NA,1985,2007,"Parti Quebecois","Babyboom","1943-1960",22,44,1985,40
"richard_verreault","Quebec","m",1937,1998,1973,1981,"Liberal","Silent","1925-1942",8,16,1973,36
"louis_vezina","Quebec","m",1937,2009,1970,1973,"Liberal","Silent","1925-1942",3,6,1970,33
"jeanfrancois_viau","Quebec","m",1958,2019,1981,1985,"Liberal","Babyboom","1943-1960",4,8,1981,23
"andre_villeneuve","Quebec","m",1961,NA,2008,2018,"Parti Quebecois","GenerationX","1961-1981",10,20,2008,47
"clement_vincent","Quebec","m",1931,2018,1966,1973,"Union Nationale","Silent","1925-1942",7,14,1966,35
"claude_wagner","Quebec","m",1925,1979,1962,1970,"Liberal","Silent","1925-1942",8,16,1962,37
"alexis_wawanoloath","Quebec","m",1982,NA,2007,2008,"Parti Quebecois","Millenial","1982-2004",1,2,2007,25
"kathleen_weil","Quebec","f",1954,NA,2008,2024,"Liberal","Babyboom","1943-1960",16,32,2008,54
"david_whissell","Quebec","m",1967,NA,1998,2011,"Liberal","GenerationX","1961-1981",13,26,1998,31
"russell_williams","Quebec","m",1953,NA,1989,2004,"Liberal","Babyboom","1943-1960",15,30,1989,36
"elaine_zakaib","Quebec","f",1959,2018,2012,2014,"Parti Quebecois","Babyboom","1943-1960",2,4,2012,53
"sol_zanetti","Quebec","m",1982,NA,2018,2024,"Quebec Solidaire","Millenial","1982-2004",6,12,2018,36
